Message Id,By Person Name,Content Type,Datetime,disAsSpecCat,disComSpecCat,Post Link,totalAngry,totalLike,totalLove,divScore,polPen,disAs,disCom,subAgree,totalSad,totalShares,totalComments,totalReactions
2362_med_nz_,The Wireless NZ,Null,4/18/17 8:45:00 PM,lDisCom_lSubAgree,lDisCom_lSubAgree,"http://www.radionz.co.nz/news/political/329040/pharmac-rejects-request-to-fund-tampons,-pads",92,15,0,0.329769165,0.776978417,0.140847248,0.149410984,0.311067808,22,9,14,131
2363_med_nz_,The Wireless NZ,Null,4/18/17 8:18:38 PM,,lDisCom_lSubAgree,http://thewireless.co.nz/articles/13-reasons-why-is-being-called-out-for-trivialising-suicide,1,154,6,0.553137624,0.582222222,,0.092218257,0.354301223,4,8,64,167
2380_med_nz_,The Wireless NZ,Null,4/10/17 12:55:08 AM,,,http://www.radionz.co.nz/news/national/328533/satirist-john-clarke-has-died,0,6,0,0.244727151,0.822222222,0.142075927,,,38,0,1,45
2388_med_nz_,The Wireless NZ,Null,4/5/17 4:21:56 AM,,lDisCom_hSubAgree,http://thewirel.es/2nVUK2d,0,22,2,0.540896458,0.666666667,,0.170874785,0.508435020,0,3,19,24
2389_med_nz_,The Wireless NZ,Null,4/4/17 11:54:00 PM,,lDisCom_lSubAgree,https://www.facebook.com/thewirelessnz/videos/1084210998391340/,0,114,19,0.190826761,0.534722222,,0.068413502,0.182271710,0,33,14,134
2397_med_nz_,The Wireless NZ,Null,3/31/17 1:40:33 AM,,lDisCom_lSubAgree,http://thewireless.co.nz/articles/meet-the-phd-student-who-presented-his-thesis-as-a-rap-album,0,319,30,0.259702338,0.689473684,,0.132142251,0.411355955,0,431,42,354
2402_med_nz_,The Wireless NZ,Null,3/29/17 11:44:32 PM,,lDisCom_lSubAgree,http://thewirel.es/2oczMyO,0,246,9,0.423660940,0.578082192,,0.120747805,0.434485831,0,11,105,286
2422_med_nz_,The Wireless NZ,Null,3/20/17 5:24:39 AM,lDisCom_hSubAgree,,http://www.radionz.co.nz/news/national/327034/auckland-uni-investigates-racist-posters,20,38,0,0.288099772,0.805555556,0.080048717,,0.541299993,1,6,9,64
2425_med_nz_,The Wireless NZ,Null,3/19/17 10:12:40 PM,,lDisCom_lSubAgree,http://thewirel.es/2n4EcpH,0,60,0,0.503213964,0.555555556,,0.218203955,0.411981410,0,0,13,70
2441_med_nz_,The Wireless NZ,Null,3/10/17 1:46:05 AM,lDisCom_lSubAgree,,http://thewirel.es/2mGwaDF,18,89,0,0.270504936,0.737704918,0.065530499,,0.368335347,8,12,9,115
2443_med_nz_,The Wireless NZ,Null,3/9/17 4:57:36 AM,lDisCom_lSubAgree,,http://thewirel.es/2mIrOfA,7,67,0,0.239990297,0.853658537,0.188124280,,0.285959779,4,9,5,78
2448_med_nz_,The Wireless NZ,Null,3/7/17 7:38:58 PM,lDisCom_lSubAgree,,http://thewireless.co.nz/articles/rape-comments-happen-every-single-day,5,28,0,0.269868809,0.833333333,0.107974709,,0.198666962,3,3,2,36
2451_med_nz_,The Wireless NZ,Null,3/6/17 1:08:21 AM,,hDisCom_hSubAgree,http://thewirel.es/2mr7SO6,0,144,1,0.510624530,0.650793651,,0.237010783,0.769746706,0,4,21,173
2457_med_nz_,The Wireless NZ,proto-pol,3/2/17 11:07:03 AM,,lDisCom_lSubAgree,http://thewireless.co.nz/articles/european-campus-club-to-disband-after-threats,4,28,0,0.335397416,0.755555556,,0.078607497,0.235438202,0,2,9,36
2459_med_nz_,The Wireless NZ,Null,3/1/17 6:34:03 PM,lDisCom_lSubAgree,hDisCom_lSubAgree,http://thewirel.es/2met8GV,15,41,0,0.343353047,0.767441860,0.067832309,0.298599084,0.330776015,1,35,18,70
2460_med_nz_,The Wireless NZ,Null,3/1/17 3:01:54 AM,,lDisCom_hSubAgree,http://thewirel.es/2mIvpXD,1,67,2,0.486427481,0.5,,0.106870244,0.576917330,1,7,76,82
2461_med_nz_,The Wireless NZ,Null,3/1/17 1:25:36 AM,,lDisCom_lSubAgree,http://thewireless.co.nz/articles/labour-are-hoping-that-jacinda-ardern-will-help-win-over-younger-voters,0,166,13,0.204419595,0.931937173,,0.116289471,0.283531504,0,1,15,180
2469_med_nz_,The Wireless NZ,Null,2/23/17 9:43:17 PM,lDisCom_hSubAgree,hDisCom_hSubAgree,http://thewireless.co.nz/articles/the-pencilsword-more-prisons-more-problems,10,454,20,0.248985951,0.755963303,0.038391187,0.315218576,0.506527173,34,195,33,521
2471_med_nz_,The Wireless NZ,Null,2/23/17 2:51:55 AM,lDisCom_lSubAgree,lDisCom_lSubAgree,http://www.radionz.co.nz/news/political/325183/govt-plans-to-make-90-percent-of-nz-waterways-swimmable-by-2040,25,63,1,0.342365672,0.771929825,0.065270045,0.135292650,0.321544272,7,8,13,102
2472_med_nz_,The Wireless NZ,Null,2/22/17 10:44:46 PM,,,http://www.radionz.co.nz/news/world/325157/trump-to-reverse-school-transgender-bathroom-rules,9,4,1,0.220185452,0.782608696,0.208994762,,,9,0,0,23
2490_med_nz_,The Wireless NZ,Null,2/13/17 1:19:28 AM,,lDisCom_hSubAgree,http://thewirel.es/2khPZBk,2,149,1,0.384693112,0.686206897,,0.042286667,0.536811766,3,25,74,230
2493_med_nz_,The Wireless NZ,Null,2/10/17 2:46:38 AM,,hDisCom_hSubAgree,https://www.facebook.com/thewirelessnz/videos/1042933329185774/,1,157,13,0.345502903,0.602094241,,0.264131976,0.507002797,0,46,20,177
2495_med_nz_,The Wireless NZ,non-pol,2/9/17 7:48:45 PM,lDisCom_lSubAgree,hDisCom_lSubAgree,http://www.radionz.co.nz/news/national/324193/hundreds-of-whales-strand-at-farewell-spit,0,37,0,0.295332283,0.6484375,0.048220469,0.297493690,0.145728259,78,44,11,118
2508_med_nz_,The Wireless NZ,non-pol,2/2/17 2:00:55 AM,lDisCom_hSubAgree,hDisCom_hSubAgree,http://thewirel.es/2kj3MEo,10,63,0,0.492008610,0.652542373,0.051207590,0.315416632,0.484773167,19,8,27,92
2519_med_nz_,The Wireless NZ,Null,1/25/17 8:10:17 PM,lDisCom_lSubAgree,,http://thewirel.es/2kklpn8,19,45,0,0.171662931,0.7875,0.060897016,,0.203220848,14,10,2,78
2525_med_nz_,The Wireless NZ,Null,1/20/17 1:40:43 AM,,,http://thewirel.es/2iQ6wH7,0,82,1,0.341841369,0.769841270,0.082928013,,,40,110,5,124
2531_med_nz_,The Wireless NZ,Null,1/18/17 10:30:15 PM,,,http://www.radionz.co.nz/news/national/322667/all-male-boards-revealed,9,21,0,0.187766587,0.829268293,0.080710558,,,9,0,0,41
2532_med_nz_,The Wireless NZ,non-pol,1/18/17 3:02:24 AM,,hDisCom_hSubAgree,http://thewirel.es/2k2IptF,0,207,26,0.279725553,0.714285714,,0.559287836,0.508551834,1,9,23,236
2545_med_nz_,The Wireless NZ,Null,1/10/17 9:04:00 PM,,,http://thewireless.co.nz/articles/inside-broke-students-flats,5,88,0,0.362228328,0.663716814,0.112682500,,,15,7,6,108
2550_med_nz_,The Wireless NZ,Null,1/5/17 9:00:00 PM,lDisCom_lSubAgree,,http://thewireless.co.nz/articles/turned-away-in-a-crisis,0,11,0,0.230177130,0.958333333,0.177243647,,0.152877139,12,10,4,23
2551_med_nz_,The Wireless NZ,non-pol,1/5/17 1:33:30 AM,,,http://thewirel.es/2iCpWD1,0,199,5,0.198400753,0.754789272,,0.032323082,,2,36,34,235
2553_med_nz_,The Wireless NZ,Null,1/4/17 11:30:00 PM,,hDisCom_hSubAgree,https://www.facebook.com/thewirelessnz/videos/1015137181965389/,0,"1,175",49,0.889212938,0.189801700,,0.275757943,0.504975887,0,152,201,"1,261"
2557_med_nz_,The Wireless NZ,Null,1/1/17 9:00:00 PM,,lDisCom_hSubAgree,https://radionz.careercentre.net.nz/Job/Journalists-The-Wireless/Auckland/3183,0,65,0,0.469166590,0.695652174,,0.027805694,0.551803940,0,4,35,65
2564_med_nz_,The Wireless NZ,Null,12/25/16 10:37:00 PM,,,http://thewireless.co.nz/articles/do-we-buy-it-h-m-s-fast-fashion-has-a-cost-beyond-the-price-tag,8,30,0,0.360579484,0.6875,0.132288057,,,6,4,3,45
2570_med_nz_,The Wireless NZ,Null,12/22/16 12:06:00 AM,,lDisCom_lSubAgree,https://www.facebook.com/thewirelessnz/videos/1005055896306851/,2,646,110,0.393533376,0.390643275,,0.202764910,0.386703949,1,530,61,822
2574_med_nz_,The Wireless NZ,Null,12/20/16 4:07:42 AM,lDisCom_lSubAgree,lDisCom_lSubAgree,http://thewirel.es/2hBZOr8,10,112,1,0.201318225,0.803571429,0.138288466,0.141042380,0.316857830,3,12,23,155
2575_med_nz_,The Wireless NZ,Null,12/19/16 11:30:36 PM,,lDisCom_hSubAgree,https://www.facebook.com/thewirelessnz/videos/1003637029782071/,0,882,37,0.658818769,0.331375839,,0.151495675,0.623202086,0,149,154,"1,091"
2589_med_nz_,The Wireless NZ,Null,12/11/16 10:23:14 PM,lDisCom_hSubAgree,hDisCom_hSubAgree,http://thewireless.co.nz/articles/how-our-drug-laws-disproportionately-affect-maori,8,163,1,0.480203516,0.717821782,0.218463831,0.455617163,0.666241072,6,24,23,181
2599_med_nz_,The Wireless NZ,pol,12/5/16 8:58:12 PM,,lDisCom_hSubAgree,http://thewirel.es/2gvyWWl,0,408,14,0.203562524,0.761160714,,0.201845628,0.471844483,0,139,24,432
2611_med_nz_,The Wireless NZ,Null,11/28/16 8:02:55 PM,lDisCom_lSubAgree,,http://thewirel.es/2gCKO9P,0,173,14,0.239942607,0.601941748,0.086227955,,0.229606108,15,31,6,203
2625_med_nz_,The Wireless NZ,Null,11/17/16 4:23:22 AM,lDisCom_lSubAgree,,http://thewirel.es/2fXTtlH,0,208,17,0.666877962,0.412451362,0.128512704,,0.176325177,27,63,8,252
2637_med_nz_,The Wireless NZ,Null,11/10/16 12:14:15 AM,,,http://thewirel.es/2g0fm84,0,7,0,0.240900741,0.629629630,0.157440528,,,17,0,3,24
2639_med_nz_,The Wireless NZ,Null,11/9/16 8:42:01 PM,hDisCom_hSubAgree,,http://thewirel.es/2eDHRDk,0,36,0,0.703672378,0.763636364,0.272823398,,0.593393293,7,6,8,49
2650_med_nz_,The Wireless NZ,Null,11/1/16 4:31:51 AM,,lDisCom_hSubAgree,http://thewireless.co.nz/articles/the-100-million-man-is-steven-adams-really-worth-his-giant-pay-rise,0,151,0,0.962479908,0.473684211,,0.149116499,0.541493042,0,0,38,160
2651_med_nz_,The Wireless NZ,Null,11/1/16 3:00:00 AM,,lDisCom_hSubAgree,https://www.facebook.com/thewirelessnz/videos/963973950415046/,0,235,29,0.794296090,0.364238411,,0.194810837,0.601976621,0,54,38,278
2653_med_nz_,The Wireless NZ,Null,10/31/16 9:11:18 PM,,lDisCom_hSubAgree,http://thewirel.es/2dW6MXx,0,486,19,0.691242139,0.401396161,,0.135740756,0.513602729,0,41,96,505
2655_med_nz_,The Wireless NZ,Null,10/30/16 9:22:29 PM,,lDisCom_hSubAgree,http://thewirel.es/2f6RXNV,0,298,6,0.976838418,0.385106383,,0.152269614,0.519958222,0,13,171,316
2661_med_nz_,The Wireless NZ,Null,10/27/16 7:15:05 PM,,lDisCom_hSubAgree,http://thewirel.es/2eRlfkV,0,234,8,0.479119026,0.579545455,,0.090795520,0.643939353,1,31,27,245
2666_med_nz_,The Wireless NZ,Null,10/26/16 3:00:00 AM,,lDisCom_lSubAgree,https://www.facebook.com/thewirelessnz/videos/959322167546891/,0,551,112,0.662875455,0.436231884,,0.206839560,0.410857828,0,412,50,667
2667_med_nz_,The Wireless NZ,Null,10/25/16 10:24:52 PM,,lDisCom_hSubAgree,http://thewireless.co.nz/articles/women-closing-the-gap-with-men-when-it-comes-to-drinking,0,48,0,0.591719451,0.571428571,,0.051820613,0.541334578,4,0,20,54
2670_med_nz_,The Wireless NZ,Null,10/24/16 6:57:16 PM,,lDisCom_hSubAgree,https://www.facebook.com/thewirelessnz/videos/959100517569056/,0,442,22,0.642405206,0.228956229,,0.052539245,0.571739552,1,77,92,521
2675_med_nz_,The Wireless NZ,Null,10/18/16 2:23:57 AM,,,http://thewirel.es/2dwonDj,4,10,0,0.295315712,0.545454545,0.274243635,,,8,6,0,22
2678_med_nz_,The Wireless NZ,Null,10/17/16 5:20:01 AM,,lDisCom_hSubAgree,http://thewirel.es/2ek4XiX,0,410,2,0.772526853,0.270764120,,0.099981743,0.600894160,1,60,195,428
2680_med_nz_,The Wireless NZ,Null,10/14/16 7:55:26 PM,,lDisCom_hSubAgree,https://www.facebook.com/thewirelessnz/videos/951228528356255/,0,275,8,0.800111222,0.257894737,,0.207018756,0.602297828,0,31,78,317
2698_med_nz_,The Wireless NZ,Null,10/3/16 1:39:03 AM,lDisCom_hSubAgree,lDisCom_hSubAgree,http://thewirel.es/2dCdWkl,10,301,3,0.697228151,0.512261580,0.132100317,0.207209214,0.490329680,13,30,45,330
2711_med_nz_,1 NEWS,Null,9/27/17 4:19:00 AM,,hDisCom_hSubAgree,https://www.tvnz.co.nz/one-news/new-zealand/watch-next-question-belligerent-winston-peters-has-press-pack-in-stitches-after-shutting-down-aussie-reporter,0,47,4,0.691696556,0.796296296,,0.303500102,0.625599069,0,7,27,95
2714_med_nz_,1 NEWS,Null,9/27/17 2:38:26 AM,,hDisCom_lSubAgree,https://www.tvnz.co.nz/one-news/new-zealand/watch-winston-peters-wont-decide-coalition-partner-until-after-special-votes-counted-oct-7-blasts-media-in-fiery-press-conference,0,93,16,0.788871841,0.839160839,,0.301583792,0.328729550,0,4,38,119
2715_med_nz_,1 NEWS,Null,9/27/17 2:25:59 AM,,,https://www.facebook.com/1NEWSNZ/videos/10154798700261218/,18,66,8,0.925998975,0.422712934,0.054630455,0.148871001,,107,15,124,232
2717_med_nz_,1 NEWS,pol,9/27/17 2:01:12 AM,hDisCom_hSubAgree,lDisCom_hSubAgree,https://www.facebook.com/1NEWSNZ/videos/10154798658056218/,17,442,116,0.837984162,0.531772575,0.549778929,0.105389542,0.619455395,3,74,302,727
2718_med_nz_,1 NEWS,Null,9/27/17 1:45:02 AM,,,https://www.tvnz.co.nz/one-news/new-zealand/leopard-seal-pup-euthanised-after-rare-birth-dunedin-beach,16,13,2,0.965156933,0.4,0.200564104,,,40,2,5,72
2719_med_nz_,1 NEWS,Null,9/27/17 1:15:00 AM,,,https://www.tvnz.co.nz/one-news/new-zealand/homicide-investigation-launched-after-violent-attack-leaves-man-dead-in-auckland-stairwell,13,35,0,0.737976138,0.6,0.262782569,0.255202921,,11,20,9,67
2720_med_nz_,1 NEWS,Null,9/27/17 12:45:00 AM,lDisCom_lSubAgree,hDisCom_lSubAgree,https://www.tvnz.co.nz/one-news/new-zealand/ratepayers-dwarf-farming-industry-93-million-in-funds-given-clean-up-nzs-fresh-water-2017,57,75,0,0.986794789,0.752380952,0.151052642,0.466683145,0.246303754,9,24,64,157
2722_med_nz_,1 NEWS,Null,9/26/17 11:45:00 PM,,lDisCom_hSubAgree,https://www.tvnz.co.nz/one-news/new-zealand/am-different-shade-brown-auckland-school-poet-destroys-maori-stereotypes-in-astounding-verse-viewed-million-times,0,"2,003",489,0.846004909,0.446955190,,0.222372001,0.601258549,0,186,141,"2,530"
2723_med_nz_,1 NEWS,Null,9/26/17 11:15:00 PM,,lDisCom_hSubAgree,https://www.tvnz.co.nz/one-news/new-zealand/should-you-carry-your-child-s-backpack-school-new-study-suggests-heavy-bags-permanently-damage-kids,4,57,1,0.974124977,0.538011696,,0.035455472,0.621093226,2,21,106,81
2724_med_nz_,1 NEWS,Null,9/26/17 10:47:00 PM,lDisCom_hSubAgree,lDisCom_hSubAgree,https://www.tvnz.co.nz/one-news/new-zealand/watch-youre-not-going-get-one-answer-right-now-winston-peters-dodges-question-after-coalition-talks,11,81,3,0.851711367,0.754189944,0.054659246,0.124363667,0.548856524,0,8,76,121
2726_med_nz_,1 NEWS,Null,9/26/17 9:45:00 PM,,lDisCom_hSubAgree,https://www.tvnz.co.nz/one-news/new-zealand/we-wont-waiting-till-christmas-nz-first-mp-says-kiwis-put-hold-too-long-coalition-decision,0,54,0,0.840916365,0.75,,0.196758786,0.519860439,0,3,27,59
2727_med_nz_,1 NEWS,Null,9/26/17 9:15:00 PM,,hDisCom_hSubAgree,https://www.tvnz.co.nz/one-news/world/women-allowed-drive-in-saudi-arabia-first-time,0,98,9,0.968173144,0.679104478,,0.248013550,0.679784877,0,5,24,118
2728_med_nz_,1 NEWS,Null,9/26/17 8:45:00 PM,lDisCom_hSubAgree,lDisCom_hSubAgree,https://www.facebook.com/1NEWSNZ/photos/a.277486811217.152400.179995481217/10154798068551218/?type=3,815,124,"2,154",0.975497777,0.510595647,0.252547378,0.141765794,0.551296019,10,30,581,"3,113"
2729_med_nz_,1 NEWS,Null,9/26/17 8:15:00 PM,lDisCom_hSubAgree,lDisCom_hSubAgree,https://www.tvnz.co.nz/one-news/new-zealand/there-has-harsher-penalties-call-next-government-do-more-stop-epidemic-dairy-robberies,9,230,4,0.780665797,0.632768362,0.099386360,0.202942592,0.590822846,2,23,124,262
2730_med_nz_,1 NEWS,Null,9/26/17 7:45:00 PM,hDisCom_hSubAgree,hDisCom_hSubAgree,https://www.tvnz.co.nz/one-news/world/watch-theyre-terrorists-father-us-man-died-after-being-detained-in-north-korea-slams-regime,3,14,0,0.964238635,0.604166667,0.313734412,0.226906469,0.489094558,12,4,17,32
2732_med_nz_,1 NEWS,Null,9/26/17 6:45:00 PM,,,https://www.tvnz.co.nz/one-news/new-zealand/winston-peters-make-triumphant-return-parliament-today,5,103,6,0.859245080,0.786163522,,0.273306856,,0,8,43,128
2733_med_nz_,1 NEWS,Null,9/26/17 6:16:00 PM,,lDisCom_hSubAgree,https://www.tvnz.co.nz/one-news/sport/other/ultimate-respect-willie-apiata-performs-haka-medal-winning-kiwi-invictus-games-athlete,0,"3,560",462,0.812654568,0.421578178,,0.074537087,0.665139975,1,173,105,"4,075"
2736_med_nz_,1 NEWS,non-pol,9/26/17 4:30:41 PM,,,https://www.tvnz.co.nz/one-news/entertainment/coronation-street-legend-actress-liz-dawn-dies-aged-77,0,182,18,0.881516607,0.560747664,0.090583130,0.116961638,,294,49,48,507
2737_med_nz_,1 NEWS,Null,9/26/17 4:00:01 PM,,,https://www.tvnz.co.nz/one-news/new-zealand/wild-kiwi-population-found-going-blind-but-surviving,0,16,0,0.957419980,0.514285714,0.403460458,,,13,2,2,33
2738_med_nz_,1 NEWS,Null,9/26/17 3:30:00 PM,,hDisCom_hSubAgree,https://www.tvnz.co.nz/one-news/world/stevie-wonder-pharrell-take-knee-charlottesville-stadium-unity-concert,1,48,4,0.860637672,0.680555556,,0.306615919,0.822352455,1,1,13,62
2740_med_nz_,1 NEWS,Null,9/26/17 12:00:01 PM,,lDisCom_lSubAgree,https://www.tvnz.co.nz/one-news/new-zealand/six-cases-paratyphoid-fever-confirmed-in-hawkes-bay,0,10,0,0.840120419,0.558823529,,0.173115720,0.348217675,4,17,12,23
2744_med_nz_,1 NEWS,Null,9/26/17 9:20:01 AM,,lDisCom_hSubAgree,https://www.tvnz.co.nz/one-news/sport/other/his-style-suit-us-kevin-barry-makes-bold-claim-anthony-joshua-easier-parker-than-hughie-fury,0,266,4,0.844261816,0.361525705,,0.094003853,0.600665943,0,26,215,439
2750_med_nz_,1 NEWS,Null,9/26/17 6:20:01 AM,lDisCom_lSubAgree,hDisCom_lSubAgree,https://www.tvnz.co.nz/one-news/new-zealand/watch-its-pretty-extraordinary-jacinda-ardern-slams-fonterra-bosses-massive-8-32-million-pay-package,81,413,15,0.972588671,0.689516129,0.104501697,0.394477683,0.239496162,2,66,228,556
2751_med_nz_,1 NEWS,Null,9/26/17 5:50:00 AM,lDisCom_hSubAgree,hDisCom_hSubAgree,https://www.tvnz.co.nz/one-news/new-zealand/raw-video-auckland-cops-desperate-find-armed-thug-robbed-five-businesses-in-48-hours,100,117,0,0.971618743,0.48125,0.171895601,0.317017233,0.506476520,5,163,66,270
2752_med_nz_,1 NEWS,Null,9/26/17 5:20:02 AM,,,https://www.tvnz.co.nz/one-news/world/watch-instant-200k-tesla-wrecked-truck-falcon-wing-doors-fly-open,0,28,1,0.708214066,0.416666667,,0.280848374,,1,3,17,43
2754_med_nz_,1 NEWS,Null,9/26/17 4:20:01 AM,,lDisCom_lSubAgree,https://www.tvnz.co.nz/one-news/new-zealand/watch-not-something-wed-give-up-lightly-kelvin-davis-reluctant-but-ready-deputy-pm-role-close-friend-winston-peters,1,123,7,0.966196879,0.741228070,,0.173424209,0.411057981,1,14,81,171
2756_med_nz_,1 NEWS,Null,9/26/17 3:20:01 AM,lDisCom_hSubAgree,,https://www.tvnz.co.nz/one-news/world/watch-shocking-moment-selfish-brutish-bully-parent-drives-into-teacher-and-flings-him-over-car-bonnet,57,49,0,0.954845550,0.451807229,0.244350498,,0.593615227,9,12,22,149
2757_med_nz_,1 NEWS,pol,9/26/17 2:51:33 AM,,,https://www.tvnz.co.nz/one-news/new-zealand/jacinda-ardern-and-kelvin-davis-close-friend-winston-peters-lead-labour-coalition-negotiations,3,140,29,0.752189814,0.782608696,,0.733201287,,0,7,35,180
2758_med_nz_,1 NEWS,Null,9/26/17 2:38:40 AM,,,https://www.facebook.com/1NEWSNZ/videos/10154796163001218/,43,447,270,0.811037407,0.529905561,0.764479279,0.527588792,,5,24,274,793
2759_med_nz_,1 NEWS,Null,9/26/17 2:20:01 AM,lDisCom_hSubAgree,hDisCom_hSubAgree,https://www.tvnz.co.nz/one-news/new-zealand/auckland-and-wellington-topshop-stores-close-sunday,1,38,1,0.796305334,0.440860215,0.135176913,0.227405935,0.510872342,13,10,27,68
2760_med_nz_,1 NEWS,Null,9/26/17 1:50:01 AM,hDisCom_hSubAgree,hDisCom_hSubAgree,https://www.tvnz.co.nz/one-news/new-zealand/anz-and-westpac-wont-drop-other-bank-atm-fees-in-nz-like-aussie-despite-billions-profits,239,117,0,0.994153367,0.618784530,0.277278511,0.355339015,0.617942845,7,21,172,399
2761_med_nz_,1 NEWS,pol,9/26/17 1:20:00 AM,,,https://www.tvnz.co.nz/one-news/new-zealand/watch-im-not-too-bothered-paula-bennett-happy-give-up-deputy-pm-role-winston-peters,54,356,21,0.828845088,0.703155819,0.662720935,0.600592412,,3,48,347,757
2762_med_nz_,1 NEWS,Null,9/26/17 12:50:00 AM,lDisCom_hSubAgree,lDisCom_hSubAgree,https://www.tvnz.co.nz/one-news/new-zealand/its-been-non-stop-rejection-mother-autistic-child-whos-attended-five-schools-in-years,79,133,8,0.891248286,0.473913043,0.128546047,0.096014683,0.534522091,348,39,137,578
2764_med_nz_,1 NEWS,Null,9/25/17 11:50:00 PM,,,https://www.tvnz.co.nz/one-news/new-zealand/english-and-ardern-get-heros-welcome-caucuses-meet-after-election,6,140,8,0.783054986,0.759259259,,0.351354493,,0,5,42,181
2765_med_nz_,1 NEWS,Null,9/25/17 11:20:00 PM,hDisCom_lSubAgree,hDisCom_lSubAgree,https://www.tvnz.co.nz/one-news/new-zealand/video-bill-english-confident-old-grudges-wont-hinder-winston-peters-smooth-coalition-negotiation,25,72,3,0.916843189,0.782758621,0.662976784,0.638001511,0.387957598,0,10,103,212
2770_med_nz_,1 NEWS,Null,9/25/17 8:50:00 PM,lDisCom_hSubAgree,lDisCom_hSubAgree,https://www.tvnz.co.nz/one-news/sport/rugby/watch-jonah-lomus-kids-awkwardly-sit-sebastien-chabals-lap-he-pleads-their-behalf-frances-2023-rwc-bid,8,370,30,0.897689589,0.412731006,0.204942277,0.159933726,0.657880346,6,25,60,436
2771_med_nz_,1 NEWS,Null,9/25/17 8:20:00 PM,lDisCom_hSubAgree,lDisCom_hSubAgree,https://www.facebook.com/1NEWSNZ/photos/a.277486811217.152400.179995481217/10154795683386218/?type=3,94,152,"1,767",0.976961449,0.455198850,0.136040140,0.168000629,0.624828062,0,9,117,"2,018"
2772_med_nz_,1 NEWS,Null,9/25/17 7:50:00 PM,,,https://www.tvnz.co.nz/one-news/new-zealand/jacinda-ardern-confidently-declares-theres-absolutely-every-chance-she-ll-nzs-next-pm,12,616,135,0.785854655,0.704622322,0.659157449,0.463211370,,2,40,103,807
2773_med_nz_,1 NEWS,Null,9/25/17 7:24:00 PM,,hDisCom_hSubAgree,https://www.tvnz.co.nz/one-news/new-zealand/devastated-dame-tariana-turia-coming-retirement-help-defeated-maori-party,1,407,55,0.785717758,0.713310580,,0.309296246,0.663568081,4,22,87,519
2777_med_nz_,1 NEWS,Null,9/25/17 5:48:00 PM,,hDisCom_hSubAgree,https://www.tvnz.co.nz/one-news/new-zealand/national-and-labour-poised-crucial-negotiations-nz-first,0,38,5,0.975309476,0.652631579,,0.316751878,0.488125147,0,1,40,59
2778_med_nz_,1 NEWS,Null,9/25/17 5:17:59 PM,lDisCom_hSubAgree,lDisCom_hSubAgree,https://www.tvnz.co.nz/one-news/world/north-korea-accuses-us-declaration-war-against,22,212,6,0.823736821,0.493670886,0.212391264,0.073135491,0.556925231,21,58,210,381
2779_med_nz_,1 NEWS,Null,9/25/17 4:36:11 PM,,hDisCom_hSubAgree,https://www.tvnz.co.nz/one-news/new-zealand/revitalise-maori-party-founder-says-down-but-not,1,154,31,0.877697449,0.751020408,,0.374847905,0.537071859,5,8,49,212
2780_med_nz_,1 NEWS,Null,9/25/17 4:00:00 PM,hDisCom_hSubAgree,hDisCom_hSubAgree,https://www.tvnz.co.nz/one-news/new-zealand/four-cases-paratyphoid-now-confirmed,11,86,0,0.946625826,0.419491525,0.358045840,0.384920405,0.640919686,23,220,53,191
2782_med_nz_,1 NEWS,Null,9/25/17 1:00:01 PM,,,https://www.tvnz.co.nz/one-news/sport/tennis/watch-f-machine-aussie-brat-nick-kyrgios-in-another-expletive-laden-court-rant,0,15,0,0.648189355,0.314285714,,0.441133967,,0,1,19,18
2784_med_nz_,1 NEWS,Null,9/25/17 11:30:01 AM,lDisCom_hSubAgree,hDisCom_hSubAgree,https://www.tvnz.co.nz/one-news/world/has-nothing-do-race-president-trump-defends-his-criticism-kneeling-nfl-players-v1,10,37,1,0.750824293,0.519480519,0.221542405,0.447943060,0.636587742,1,0,25,59
2785_med_nz_,1 NEWS,Null,9/25/17 10:55:00 AM,,lDisCom_hSubAgree,https://www.tvnz.co.nz/one-news/sport/other/hughie-furys-promoter-claims-british-boxer-showed-shades-muhammad-ali-during-parker-defeat,1,29,0,0.769507340,0.507299270,,0.159557709,0.547854069,2,5,120,171
2792_med_nz_,1 NEWS,Null,9/25/17 7:10:00 AM,,lDisCom_lSubAgree,https://www.tvnz.co.nz/one-news/new-zealand/watch-winston-peters-cracks-up-laughing-after-reporter-asks-if-he-likes-bill-english-hits-back-national-leaders-maverick-quip,2,148,11,0.981143507,0.693181818,,0.175401861,0.347643611,0,23,50,224
2794_med_nz_,1 NEWS,Null,9/25/17 6:10:01 AM,hDisCom_hSubAgree,lDisCom_hSubAgree,https://www.tvnz.co.nz/one-news/new-zealand/chief-executive-fonterra-receives-75-per-cent-pay-rise-over-8-million,762,327,9,0.980810101,0.573455378,0.313426182,0.211787207,0.492173485,36,195,921,"1,442"
2795_med_nz_,1 NEWS,Null,9/25/17 5:40:01 AM,,lDisCom_hSubAgree,https://www.tvnz.co.nz/one-news/new-zealand/watch-people-saying-mindless-winston-peters-insists-he-wont-hold-country-ransom-in-coalition-negotiations,1,150,14,0.830485612,0.758771930,,0.120956150,0.527368035,1,5,63,177
2797_med_nz_,1 NEWS,Null,9/25/17 4:40:00 AM,,,https://www.tvnz.co.nz/one-news/new-zealand/watch-only-fair-and-sporting-jacinda-ardern-says-election-night-call-bill-english-wasnt-concession-defeat,4,177,22,0.913980970,0.786561265,,0.363324193,,0,9,43,220
